STATE,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PERSONS,PERMVIT,PERNOTMVIT,COUNTY,CITY,DAYNAME,MONTH,MONTHNAME,DAY_WEEK,DAY_WEEKNAME,HOUR,HOURNAME,ROUTE,Rurality,FUNC_SYS,LATITUDE,LONGITUDE,SP_JUR,HARM_EV,MAN_COLL,RELJCT2NAME,Type_Intersection,WRK_ZONE,REL_ROAD,REL_ROADNAME,LGT_COND,WEATHER1,WEATHER,SCH_BUSNAME,CF1,Fatalities,DRUNK_DRIVER
Illinois,170286,1,1,0,1,1,0,KANE (89),NOT APPLICABLE,27,5,May,2,Monday,1,1:00am-1:59am,County Road,Urban,Major Collector,41.84122778,-88.48654722,No Special Jurisdiction,Ditch,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,4,On Roadside,Dark - Not Lighted,Clear,Clear,No,None,1,1
Illinois,170287,1,1,0,4,4,0,DUPAGE (43),NOT APPLICABLE,27,5,May,2,Monday,18,6:00pm-6:59pm,Interstate,Urban,Interstate,41.92522222,-87.95303056,No Special Jurisdiction,Utility Pole/Light Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,4,On Roadside,Daylight,Clear,Clear,No,None,2,0
Illinois,170288,2,2,0,2,2,0,PERRY (145),NOT APPLICABLE,28,5,May,3,Tuesday,22,10:00pm-10:59pm,State Highway,Rural,Minor Arterial,38.08258611,-89.15593611,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,Non-Junction,Not an Intersection,None,1,On Roadway,Dark - Not Lighted,Clear,Clear,No,None,1,0
Illinois,170289,2,2,0,3,3,0,WILL (197),JOLIET,24,5,May,6,Friday,21,9:00pm-9:59pm,Local Street - Municipality,Urban,Local,41.57298889,-88.16604444,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Driveway Access Related,Not an Intersection,None,1,On Roadway,Dark - Lighted,Clear,Clear,No,None,1,1
Illinois,170290,1,1,0,1,1,0,COOK (31),NOT APPLICABLE,30,5,May,5,Thursday,19,7:00pm-7:59pm,Local Street - Municipality,Urban,Principal Arterial - Other,42.0786,-88.077875,No Special Jurisdiction,Traffic Signal Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Intersection-Related,Four-Way Intersection,None,4,On Roadside,Daylight,Clear,Clear,No,None,1,0
Illinois,170291,1,1,0,2,2,0,ROCK ISLAND (161),ROCK ISLAND,21,5,May,3,Tuesday,17,5:00pm-5:59pm,Local Street - Frontage Road,Urban,Principal Arterial - Other,41.494825,-90.54859167,No Special Jurisdiction,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,4,On Roadside,Daylight,Clear,Clear,No,None,2,1
Illinois,170292,1,1,0,1,1,0,MCHENRY (111),LAKEMOOR,13,5,May,2,Monday,13,1:00pm-1:59pm,Local Street - Municipality,Urban,Major Collector,42.35496667,-88.21339722,No Special Jurisdiction,Traffic Sign Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Intersection-Related,T-Intersection,None,4,On Roadside,Daylight,Clear,Clear,No,None,1,0
Illinois,170293,1,1,0,1,1,0,MACON (115),MACON,31,5,May,6,Friday,18,6:00pm-6:59pm,U.S. Highway,Rural,Principal Arterial - Other Freeways and Expressways,39.69598889,-89.00141944,No Special Jurisdiction,Live Animal,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,None,1,0
Illinois,170294,1,1,0,1,1,0,COOK (31),CHICAGO,29,6,June,7,Saturday,16,4:00pm-4:59pm,U.S. Highway,Urban,Principal Arterial - Other,41.72216667,-87.60927778,No Special Jurisdiction,Curb,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Intersection-Related,Four-Way Intersection,None,4,On Roadside,Daylight,Clear,Clear,No,None,1,0
Illinois,170295,1,1,0,1,1,0,KANE (89),SAINT CHARLES,20,5,May,2,Monday,20,8:00pm-8:59pm,County Road,Urban,Principal Arterial - Other,41.90140278,-88.34013611,No Special Jurisdiction,Curb,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,3,On Median,Dusk,Clear,Clear,No,None,1,1
Illinois,170298,1,1,0,1,1,0,JEFFERSON (81),NOT APPLICABLE,30,5,May,5,Thursday,22,10:00pm-10:59pm,Interstate,Rural,Interstate,38.27423889,-88.84539722,No Special Jurisdiction,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,4,On Roadside,Dark - Not Lighted,Clear,Clear,No,None,1,0
Illinois,170299,2,2,0,2,2,0,COOK (31),MARKHAM,31,5,May,6,Friday,14,2:00pm-2:59pm,Local Street - Municipality,Urban,Minor Arterial,41.600425,-87.71676389,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Driveway Access Related,Not an Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,None,1,0
Illinois,170300,1,1,0,1,1,0,MCLEAN (113),NOT APPLICABLE,19,5,May,1,Sunday,2,2:00am-2:59am,Interstate,Rural,Interstate,40.36275,-89.10500556,No Special Jurisdiction,Bridge Pier or Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Entrance/Exit Ramp Related,Not an Intersection,None,4,On Roadside,Dark - Not Lighted,Clear,Clear,No,None,1,1
Illinois,170301,1,1,0,2,2,0,KANE (89),SOUTH ELGIN,31,5,May,6,Friday,2,2:00am-2:59am,Local Street - Municipality,Urban,Minor Arterial,41.97905556,-88.31640833,No Special Jurisdiction,Curb,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,3,On Median,Dark - Not Lighted,Clear,Clear,No,None,1,1
Illinois,170302,1,1,0,1,1,0,WINNEBAGO (201),NOT APPLICABLE,26,5,May,1,Sunday,16,4:00pm-4:59pm,County Road,Rural,Local,42.46201944,-89.356775,No Special Jurisdiction,Guardrail Face,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,4,On Roadside,Daylight,Clear,Clear,No,None,1,1
Illinois,170303,2,2,0,3,3,0,COOK (31),CHICAGO,1,5,May,4,Wednesday,8,8:00am-8:59am,Local Street - Municipality,Urban,Major Collector,41.99309167,-87.78378611,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,Driveway Access Related,Not an Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,None,1,0
Illinois,170304,2,1,1,1,1,0,DUPAGE (43),GLENDALE HEIGHTS,12,5,May,1,Sunday,16,4:00pm-4:59pm,Local Street - Municipality,Urban,Minor Collector,41.92404167,-88.09441111,No Special Jurisdiction,Parked Motor Vehicle,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,7,In Parking Lane/Zone,Daylight,Clear,Clear,No,None,1,0
Illinois,170305,2,2,0,4,4,0,COOK (31),CHICAGO,16,5,May,5,Thursday,20,8:00pm-8:59pm,Local Street - Municipality,Urban,Minor Arterial,41.89496111,-87.75295556,No Special Jurisdiction,Motor Vehicle In-Transport,Sideswipe - Same Direction,Non-Junction,Not an Intersection,None,1,On Roadway,Dark - Lighted,Clear,Clear,No,Police Pursuit Involved,1,0
Illinois,170306,1,1,0,1,1,0,COOK (31),NOT APPLICABLE,18,5,May,7,Saturday,8,8:00am-8:59am,Local Street - Township,Urban,Local,41.99788056,-88.083325,No Special Jurisdiction,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,5,Outside Trafficway,Daylight,Cloudy,Cloudy,No,None,1,0
Illinois,170307,1,1,0,1,1,0,COOK (31),DOLTON,20,5,May,2,Monday,23,11:00pm-11:59pm,Local Street - Municipality,Urban,Major Collector,41.61541944,-87.58469167,No Special Jurisdiction,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Intersection-Related,T-Intersection,None,4,On Roadside,Dark - Lighted,Clear,Clear,No,None,1,0
Illinois,170309,2,2,0,2,2,0,DUPAGE (43),OAKBROOK TERRACE,24,5,May,6,Friday,21,9:00pm-9:59pm,State Highway,Urban,Principal Arterial - Other,41.84659167,-87.95783333,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Intersection,Four-Way Intersection,None,1,On Roadway,Dark - Lighted,Clear,Clear,No,None,1,1
Illinois,170310,5,5,0,17,17,0,COOK (31),CHICAGO,25,5,May,7,Saturday,21,9:00pm-9:59pm,Local Street - Municipality,Urban,Major Collector,41.902275,-87.75576111,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Intersection,Four-Way Intersection,None,1,On Roadway,Dark - Lighted,Clear,Clear,No,None,1,0
Illinois,170311,1,1,0,1,1,0,SCOTT (171),NOT APPLICABLE,27,5,May,2,Monday,22,10:00pm-10:59pm,County Road,Rural,Major Collector,39.55123056,-90.4433,No Special Jurisdiction,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,1,On Roadway,Dark - Not Lighted,Clear,Clear,No,None,1,1
Illinois,170314,3,3,0,4,4,0,TAZEWELL (179),EAST PEORIA,31,5,May,6,Friday,16,4:00pm-4:59pm,U.S. Highway,Urban,Principal Arterial - Other,40.669325,-89.57561667,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Intersection,T-Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,None,1,0
Illinois,170315,2,2,0,3,3,0,KANE (89),AURORA,1,6,June,7,Saturday,19,7:00pm-7:59pm,Local Street - Municipality,Urban,Minor Arterial,41.77060833,-88.324225,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Rear,Intersection-Related,Four-Way Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,None,1,1
Illinois,170316,4,4,0,8,8,0,MADISON (119),ALTON,3,6,June,2,Monday,3,3:00am-3:59am,State Highway,Urban,Principal Arterial - Other,38.88776667,-90.16676389,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Intersection,Four-Way Intersection,None,1,On Roadway,Dark - Lighted,Clear,Clear,No,None,1,1
Illinois,170317,1,1,0,2,2,0,UNION (181),NOT APPLICABLE,1,6,June,7,Saturday,19,7:00pm-7:59pm,U.S. Highway,Rural,Principal Arterial - Other,37.41443611,-89.19702222,No Special Jurisdiction,Culvert,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,4,On Roadside,Daylight,Clear,Clear,No,None,1,1
Illinois,170318,2,2,0,2,2,0,COOK (31),SOUTH HOLLAND,3,6,June,2,Monday,12,12:00pm-12:59pm,State Highway,Urban,Principal Arterial - Other,42.07593889,-88.18968889,No Special Jurisdiction,Motor Vehicle In-Transport,Sideswipe - Same Direction,Intersection-Related,T-Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,None,1,1
Illinois,170320,1,1,0,2,2,0,KANE (89),NOT APPLICABLE,6,6,June,5,Thursday,0,0:00am-0:59am,County Road,Rural,Minor Arterial,42.04500278,-88.40433611,No Special Jurisdiction,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,4,On Roadside,Dark - Not Lighted,Clear,Clear,No,None,1,0
Illinois,170321,2,2,0,5,5,0,COOK (31),CHICAGO,8,6,June,7,Saturday,21,9:00pm-9:59pm,Local Street - Municipality,Urban,Minor Arterial,41.88794444,-87.72586111,No Special Jurisdiction,Guardrail Face,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,4,On Roadside,Dark - Lighted,Clear,Clear,No,None,2,0
Illinois,170323,2,2,0,4,4,0,SANGAMON (167),SPRINGFIELD,1,6,June,7,Saturday,14,2:00pm-2:59pm,Local Street - Municipality,Urban,Principal Arterial - Other,39.79421667,-89.6681,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Intersection,Four-Way Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,None,1,0
Illinois,170325,3,3,0,6,6,0,PEORIA (143),NOT APPLICABLE,8,6,June,7,Saturday,11,11:00am-11:59am,State Highway,Rural,Principal Arterial - Other,40.69815833,-89.93339722,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Rear,Driveway Access Related,Not an Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,None,1,0
Illinois,170326,1,1,0,1,1,0,JERSEY (83),NOT APPLICABLE,8,6,June,7,Saturday,21,9:00pm-9:59pm,U.S. Highway,Rural,Principal Arterial - Other,39.03095,-90.25561667,No Special Jurisdiction,Mail Box,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,4,On Roadside,Dark - Lighted,Clear,Clear,No,None,1,1
Illinois,170327,1,1,0,1,1,0,MARION (121),NOT APPLICABLE,9,6,June,1,Sunday,21,9:00pm-9:59pm,County Road,Rural,Minor Collector,38.57999444,-88.85991944,No Special Jurisdiction,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,4,On Roadside,Dark - Not Lighted,Clear,Clear,No,None,1,0
Illinois,170328,2,2,0,2,2,0,BUREAU (11),NOT APPLICABLE,8,6,June,7,Saturday,11,11:00am-11:59am,U.S. Highway,Rural,Major Collector,41.37462778,-89.80594167,No Special Jurisdiction,Motor Vehicle In-Transport,Other,Non-Junction,Not an Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,None,1,0
Illinois,170329,3,3,0,4,4,0,LAKE (97),NOT APPLICABLE,8,6,June,7,Saturday,21,9:00pm-9:59pm,County Road,Urban,Minor Arterial,42.3192,-88.11138611,No Special Jurisdiction,Motor Vehicle In-Transport,Sideswipe - Opposite Direction,Non-Junction,Not an Intersection,None,1,On Roadway,Dark - Not Lighted,Clear,Clear,No,None,2,1
Illinois,170330,2,2,0,3,3,0,FULTON (57),NOT APPLICABLE,8,6,June,7,Saturday,18,6:00pm-6:59pm,U.S. Highway,Rural,Principal Arterial - Other,40.50170833,-89.929225,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,Non-Junction,Not an Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,None,1,1
Illinois,170331,2,2,0,4,4,0,MONTGOMERY (135),NOT APPLICABLE,15,6,June,7,Saturday,18,6:00pm-6:59pm,County Road,Rural,Major Collector,39.12956667,-89.40058056,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Intersection,Four-Way Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,None,1,0
Illinois,170332,4,4,0,8,8,0,MONTGOMERY (135),NOT APPLICABLE,16,6,June,1,Sunday,0,0:00am-0:59am,Interstate,Rural,Interstate,39.46064722,-89.64458056,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,Non-Junction,Not an Intersection,None,1,On Roadway,Dark - Not Lighted,Rain,Rain,No,"Motor Vehicle struck by falling cargo,or something that came loose from or something that was set in motion by a vehicle",2,1
Illinois,170333,2,2,0,2,2,0,HENRY (73),NOT APPLICABLE,13,6,June,5,Thursday,12,12:00pm-12:59pm,State Highway,Rural,Minor Arterial,41.30177778,-90.23758333,No Special Jurisdiction,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,None,1,0
Illinois,170334,2,1,1,2,2,0,WILL (197),NOT APPLICABLE,13,6,June,5,Thursday,20,8:00pm-8:59pm,Local Street - Township,Urban,Local,41.46224167,-88.20073056,No Special Jurisdiction,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,4,On Roadside,Dusk,Clear,Clear,No,"Motor Vehicle struck by falling cargo,or something that came loose from or something that was set in motion by a vehicle",1,1
Illinois,170335,1,1,0,1,1,0,JACKSON (77),NOT APPLICABLE,29,5,May,4,Wednesday,22,10:00pm-10:59pm,Local Street - Township,Rural,Minor Arterial,37.74325278,-89.30759167,No Special Jurisdiction,Other Object (not fixed),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,1,On Roadway,Daylight,Rain,Rain,No,None,1,0
Illinois,170336,1,1,0,1,1,0,DUPAGE (43),WOODRIDGE,14,6,June,6,Friday,18,6:00pm-6:59pm,Local Street - Municipality,Urban,Minor Arterial,41.73566944,-88.051175,No Special Jurisdiction,Traffic Sign Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,4,On Roadside,Daylight,Clear,Clear,No,None,1,0
Illinois,170337,2,2,0,3,3,0,MORGAN (137),NOT APPLICABLE,16,6,June,1,Sunday,17,5:00pm-5:59pm,County Road,Rural,Major Collector,39.78800278,-90.37106944,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Non-Junction,Not an Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,None,3,1
Illinois,170338,1,1,0,3,3,0,COOK (31),RIVERSIDE,20,6,June,5,Thursday,0,0:00am-0:59am,Local Street - Municipality,Urban,Major Collector,41.82915,-87.81463333,No Special Jurisdiction,Curb,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,4,On Roadside,Dark - Lighted,Rain,Rain,No,None,1,0
Illinois,170339,2,1,1,2,1,1,WILL (197),ROMEOVILLE,21,6,June,6,Friday,1,1:00am-1:59am,Interstate,Urban,Interstate,41.65708333,-88.12170556,No Special Jurisdiction,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Through Roadway,Not an Intersection,Construction,1,On Roadway,Dark - Lighted,Clear,Clear,No,Other Maintenance or Construction-Created Condition,1,0
Illinois,170340,1,1,0,2,2,0,KANE (89),NOT APPLICABLE,22,6,June,7,Saturday,15,3:00pm-3:59pm,Local Street - Municipality,Urban,Local,41.73100278,-88.31384722,No Special Jurisdiction,Curb,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,4,On Roadside,Daylight,Clear,Clear,No,None,1,1
Illinois,170341,2,2,0,2,2,0,KANE (89),AURORA,10,6,June,2,Monday,20,8:00pm-8:59pm,Local Street - Municipality,Urban,Principal Arterial - Other,41.77251389,-88.28168611,No Special Jurisdiction,Curb,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,3,On Median,Daylight,Clear,Clear,No,Police Pursuit Involved,1,1
Illinois,170349,2,2,0,7,7,0,COOK (31),MAYWOOD,16,6,June,1,Sunday,10,10:00am-10:59am,State Highway,Urban,Principal Arterial - Other,41.88446944,-87.83421944,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Intersection,Four-Way Intersection,None,1,On Roadway,Daylight,Cloudy,Cloudy,No,None,1,0
Illinois,170350,2,2,0,2,2,0,MCLEAN (113),BLOOMINGTON,22,6,June,7,Saturday,15,3:00pm-3:59pm,U.S. Highway,Urban,Principal Arterial - Other,40.47297778,-88.99333056,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Intersection,Four-Way Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,None,1,0
Illinois,170351,1,1,0,1,1,0,MACOUPIN (117),NOT APPLICABLE,23,6,June,1,Sunday,5,5:00am-5:59am,State Highway,Rural,Minor Arterial,39.01088056,-89.95459444,No Special Jurisdiction,Ditch,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,4,On Roadside,Dark - Not Lighted,Clear,Clear,No,None,1,1
Illinois,170352,2,2,0,6,6,0,COOK (31),CHICAGO,23,6,June,1,Sunday,18,6:00pm-6:59pm,Local Street - Municipality,Urban,Major Collector,41.87393611,-87.68377222,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Intersection,Four-Way Intersection,None,1,On Roadway,Daylight,Rain,Rain,No,None,3,0
Illinois,170354,2,2,0,2,2,0,MCLEAN (113),MCLEAN,21,6,June,6,Friday,7,7:00am-7:59am,Interstate,Rural,Interstate,40.31512222,-89.16021667,No Special Jurisdiction,Motor Vehicle In-Transport,Other,Entrance/Exit Ramp,Not an Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,None,1,0
Illinois,170355,1,1,0,1,1,0,KANE (89),NOT APPLICABLE,14,6,June,6,Friday,17,5:00pm-5:59pm,County Road,Urban,Minor Arterial,41.73908056,-88.38987222,No Special Jurisdiction,"Post, Pole or Other Supports",The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,4,On Roadside,Daylight,Clear,Clear,No,None,1,0
Illinois,170356,1,1,0,5,5,0,MADISON (119),NOT APPLICABLE,23,6,June,1,Sunday,2,2:00am-2:59am,State Highway,Urban,Minor Arterial,38.89101389,-89.96488611,No Special Jurisdiction,Ditch,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,4,On Roadside,Dark - Not Lighted,Clear,Clear,No,None,1,0
Illinois,170357,5,5,0,9,9,0,STEPHENSON (177),NOT APPLICABLE,23,6,June,1,Sunday,18,6:00pm-6:59pm,State Highway,Rural,Principal Arterial - Other,42.50043611,-89.66924722,No Special Jurisdiction,Motor Vehicle In-Transport,Sideswipe - Opposite Direction,Non-Junction,Not an Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,None,2,0
Illinois,170360,3,2,1,4,2,2,COOK (31),CHICAGO,24,6,June,2,Monday,9,9:00am-9:59am,Interstate,Urban,Interstate,41.78871667,-87.63062222,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Rear,Non-Junction,Not an Intersection,Maintenance,1,On Roadway,Daylight,Clear,Clear,No,Other Maintenance or Construction-Created Condition,1,0
Illinois,170361,1,1,0,2,2,0,UNION (181),NOT APPLICABLE,16,6,June,1,Sunday,17,5:00pm-5:59pm,Other,Rural,Local,37.48474167,-89.35905833,No Special Jurisdiction,Immersion or Partial Immersion,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Intersection-Related,Y-Intersection,None,1,On Roadway,Daylight,Rain,Rain,No,Surface Under Water,1,0
Illinois,170362,2,2,0,3,3,0,RANDOLPH (157),NOT APPLICABLE,24,6,June,2,Monday,18,6:00pm-6:59pm,Local Street - Township,Rural,Local,37.98490278,-89.66794167,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,Non-Junction,Not an Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,None,1,1
Illinois,170364,1,1,0,1,1,0,VERMILION (183),NOT APPLICABLE,19,6,June,4,Wednesday,14,2:00pm-2:59pm,Local Street - Township,Rural,Local,40.47303056,-87.73405278,No Special Jurisdiction,Ditch,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,4,On Roadside,Daylight,Rain,Rain,No,None,1,0
Illinois,170365,1,1,0,1,1,0,MCLEAN (113),NORMAL,20,6,June,5,Thursday,13,1:00pm-1:59pm,County Road,Urban,Minor Arterial,40.54126667,-88.94476667,No Special Jurisdiction,Utility Pole/Light Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,4,On Roadside,Daylight,Clear,Clear,No,None,1,1
Illinois,170366,1,1,0,1,1,0,KANKAKEE (91),NOT APPLICABLE,11,6,June,3,Tuesday,12,12:00pm-12:59pm,Local Street - Township,Rural,Minor Collector,41.17884444,-87.66305,No Special Jurisdiction,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Intersection-Related,Four-Way Intersection,None,5,Outside Trafficway,Daylight,Clear,Clear,No,None,1,0
Illinois,170367,1,1,0,1,1,0,ST. CLAIR (163),EAST SAINT LOUIS,26,6,June,4,Wednesday,0,0:00am-0:59am,State Highway,Urban,Interstate,38.61551111,-90.17151944,No Special Jurisdiction,Concrete Traffic Barrier,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Entrance/Exit Ramp Related,Not an Intersection,None,4,On Roadside,Dark - Not Lighted,Clear,Clear,No,Police Pursuit Involved,1,0
Illinois,170368,2,2,0,3,3,0,WILL (197),JOLIET,27,6,June,5,Thursday,22,10:00pm-10:59pm,Local Street - Municipality,Urban,Minor Arterial,41.53631944,-88.17703889,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,Intersection,Four-Way Intersection,None,1,On Roadway,Dark - Lighted,Clear,Clear,No,None,1,1
Illinois,170371,1,1,0,1,1,0,COOK (31),CHICAGO,30,6,June,1,Sunday,19,7:00pm-7:59pm,Local Street - Municipality,Urban,Major Collector,41.94076944,-87.83479722,No Special Jurisdiction,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Intersection-Related,Four-Way Intersection,None,4,On Roadside,Daylight,Clear,Clear,No,None,1,0
Illinois,170372,3,3,0,3,3,0,KANE (89),SAINT CHARLES,8,6,June,7,Saturday,17,5:00pm-5:59pm,State Highway,Urban,Principal Arterial - Other,41.92121944,-88.28169167,No Special Jurisdiction,Motor Vehicle In-Transport,Sideswipe - Same Direction,Non-Junction,Not an Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,None,1,1
Illinois,170373,1,1,0,1,1,0,UNION (181),NOT APPLICABLE,27,6,June,5,Thursday,22,10:00pm-10:59pm,Local Street - Township,Rural,Local,37.48993333,-89.04669722,No Special Jurisdiction,Live Animal,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,1,On Roadway,Dark - Not Lighted,Clear,Clear,No,None,1,1
Illinois,170374,1,1,0,4,4,0,MADISON (119),COLLINSVILLE,29,6,June,7,Saturday,5,5:00am-5:59am,Interstate,Urban,Interstate,38.67513611,-90.02926111,No Special Jurisdiction,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Entrance/Exit Ramp Related,Not an Intersection,None,8,Gore,Dark - Lighted,Clear,Clear,No,None,1,1
Illinois,170375,8,8,0,13,13,0,MASSAC (127),METROPOLIS,30,6,June,1,Sunday,12,12:00pm-12:59pm,Interstate,Urban,Interstate,37.16044167,-88.68244444,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Rear,Through Roadway,Not an Intersection,Construction,1,On Roadway,Daylight,Clear,Clear,No,Other Maintenance or Construction-Created Condition,3,0
Illinois,170376,2,2,0,2,2,0,KANE (89),ELGIN,11,6,June,3,Tuesday,5,5:00am-5:59am,State Highway,Urban,Minor Arterial,42.04496667,-88.2933,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,Non-Junction,Not an Intersection,None,1,On Roadway,Daylight,Clear,Clear,No,None,1,0
Illinois,170377,5,1,4,2,2,0,LAKE (97),WAUKEGAN,29,6,June,7,Saturday,19,7:00pm-7:59pm,Local Street - Municipality,Urban,Local,42.36491944,-87.8483,No Special Jurisdiction,Parked Motor Vehicle,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Non-Junction,Not an Intersection,None,7,In Parking Lane/Zone,Daylight,Clear,Clear,No,"Motor Vehicle struck by falling cargo,or something that came loose from or something that was set in motion by a vehicle",1,0
Illinois,170378,1,1,0,1,1,0,MARION (121),NOT APPLICABLE,30,6,June,1,Sunday,9,9:00am-9:59am,County Road,Rural,Major Collector,38.59916389,-88.99531111,No Special Jurisdiction,"Post, Pole or Other Supports",The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Intersection-Related,Y-Intersection,None,4,On Roadside,Daylight,Clear,Clear,No,None,1,0
